1 . Technological change will ( ) new ways of living.	create
2 . Japan's real GDP ( ) by 1.9 percent last year.	increased
3 . Light exercise ( ) thinking ability.	improves
4 . Her silence ( ) that she does not agree with you.	means
5 . A millionaire from China ( ) this hotel.	owns
6 . Jane's work ( ) typing letters and making appointments.	includes
7 . She ( ) herself to be lucky.	considers
8 . The company ( ) its employees to take long winter vacations.	allows
9 . The teacher ( ) that he study physics in university.	suggested
10 . The manufacturer ( ) home electrical appliances.	produces
11 . She has ( ) to memorize ten English words a day.	decided
12 . Uncle George ( ) me an opportunity to work for his company.	offered
13 . The Road Traffic Law ( ) you to wear a seat belt.	requires
14 . I ( ) my office space with other people.	share
15 . You should ( ) backups of data on the Internet regularly.	store
16 . My town ( ) to get windy.	tends
17 . We are ( ) about the negative effect of the new tax law.	concerned
18 . She ( ) her physical condition to her doctor.	described
19 . In Japan, more and more men are ( ) in raising children.	involved
20 . Good eating habits can ( ) the risk of heart disease.	reduce
21 . Airbags are ( ) to protect average-sized adult males.	designed
22 . The scandal ( ) the CEO to resign from his position.	forced
23 . "Tweets" were originally ( ) to 140 characters.	limited
24 . The man could not ( ) his stomachache.	bear
25 . Your language can ( ) your way of thinking.	affect
26 . Our team ( ) with complaints from our customers.	deals
27 . She somehow ( ) getting involved in the quarrel.	avoided
28 . She believes that people's blood types are ( ) to their personalities.	related
29 . She ( ) that she was put in a difficult position.	realized
30 . Many companies ( ) their employees not to work overtime.	encourage
31 . She ( ) the Japanese economy with the U.S. economy.	compared
32 . She ( ) her temperature every morning.	measures
33 . Some linguists think that about 8,000 languages ( ) in the world.	exist
34 . During the test, the student ( ) his answers with a pencil.	marked
35 . He ( ) the common belief that laughter is a unique human feature.	challenged
36 . Children ( ) on their parents for many things.	depend
37 . Her parents ( ) to her marriage.	objected
38 . I ( ) that she let me go with her.	demanded
39 . A thinker in the Meiji Era ( ) this university.	founded
40 . She ( ) all the forms for her college application.	completed
41 . He came up with a good ( ) for the school party.	idea
42 . The research results were in ( ) with the expectations of the team.	accord
43 . He started to work for an insurance ( ) three years ago.	company
44 . She seems to have a great ( ) in classical music.	interest
45 . The team did ( ) on life on Mars.	research
46 . Air pollution is a major ( ) of health problems.	cause
47 . He explained the ( ) for his absence from school today.	reason
48 . Abnormal weather can have a negative ( ) on people's lives.	effect
49 . Exercising has an important ( ) on one's health.	influence
50 . The economic ( ) of the country is gently improving.	situation
51 . Recycling is an effective way to help the ( ).	environment
52 . She needs to improve her cooking ( ) to become a chef.	skills
53 . She is good at handling difficult ( ).	matters
54 . She often expresses her ( ) on welfare for the elderly.	view
55 . Many societies place a high ( ) on education these days.	value
56 . Biologists think there is a need to protect endangered ( ).	species
57 . Bob gave some ( ) to applying for the big contest.	thought
58 . Most young adults these days have a good ( ) of computers.	knowledge
59 . She has a good ( ) for people's faces.	memory
60 . The manager decided to put his new ideas into ( ).	practice
61 . Both nations will enjoy the ( ) of a new free-trade agreement.	benefits
62 . There are many different ( ) about how cancers occur.	theories
63 . The city council will discuss the ( ) of the new airport.	issue
64 . The scientist carried out various ( ) on plants.	experiments
65 . Researchers often cite ( ) from this scientific journal.	articles
66 . Reducing poverty is the main ( ) of the book.	focus
67 . The author's novels often deal with the ( ) of space travel.	subject
68 . The mayor set up a ( ) to clean up the city.	project
69 . The company is trying to improve the ( ) of its products.	quality
70 . Laughter plays an important ( ) in strengthening personal relationships.	role
71 . "Hypertension" is a medical ( ) for abnormally high blood pressure.	term
72 . The politician made a short ( ) to the press.	statement
73 . The company makes its products with only natural ( ).	materials
74 . There is clear ( ) that the man did not commit the crime.	evidence
75 . Solar power is considered to be a clean ( ) of energy.	source
76 . The international ( ) is working towards world peace.	community
77 . Digital ( ) has significantly changed people's ways of living.	technology
78 . Chopsticks are an important part of Asian ( ).	culture
79 . It is important to wear ( ) clothes for a job interview.	appropriate
80 . Some people believe that AI robots are ( ) to replace most workers.	likely
81 . Nowadays, it is ( ) to buy almost anything on the Internet.	possible
82 . A group is not just a collection of ( ) talents.	individual
83 . Our main concern is to improve ( ) facilities in the city.	public
84 . The team worked towards the ( ) goal of winning the match.	common
85 . I am ( ) that she will get a promotion at work.	certain
86 . His car is ( ) to mine in design and performance.	similar
87 . Research shows that reading habits have declined in ( ) years.	recent
88 . Economic growth is a ( ) concern for the Japanese government.	major
89 . You should be more ( ) with your children.	patient
90 . She cannot eat a ( ) type of nut.	particular
91 . It is a good habit to get ( ) exercise every day.	physical
92 . There are ( ) ways to achieve your goals.	various
93 . Tickets for the concert are ( ) on the Internet.	available
94 . English is a ( ) language for around 400 million people.	native
95 . The ( ) situation of Britain changed after World War I.	political
96 . The train is ( ) to arrive at Nagoya Station in ten minutes.	due
97 . Write your name in the ( ) space at the bottom of the paper.	blank
98 . The Olympic Games originated in ( ) times in Greece.	ancient
99 . You should always look for ( ) information before starting a report.	correct
100 . They went hiking ( ) the fact that a storm was coming.	despite
101 . The doctor quickly ( ) a change in the patient's condition.	noticed
102 . The article ( ) to Darwin's theory of evolution.	refers
103 . The car slowed down as it ( ) the curve.	approached
104 . The teacher ( ) why John didn't attend today's class.	wondered
105 . ( ) that you won the lottery.	Imagine
106 . She immediately ( ) the building in the photo.	recognized
107 . She can ( ) any math problem quickly.	solve
108 . Forest fires often ( ) in California.	occur
109 . He ( ) that the country needs new energy policies.	argues
110 . Some scientists ( ) that coffee lowers the risk of heart disease.	claim
111 . The politician ( ) his opinions on the leak of state secrets.	expressed
112 . He ( ) a conclusion from a series of experiments.	drew
113 . You should not ( ) too much time on chatting online.	waste
114 . All citizens should ( ) their knowledge of global ecology.	advance
115 . He ( ) rumors about Mike on social media.	spread
116 . He ( ) a speech for his friend's wedding reception.	prepared
117 . She ( ) a lot of experience in the music business.	gained
118 . You can ( ) your goals by making a good plan.	achieve
119 . At a party, you can ( ) friendly relationships with others.	establish
120 . This power plant ( ) electricity to the whole city.	supplies
121 . I ( ) that his writing shows his true love of nature.	suppose
122 . The two researchers decided to work together to ( ) an experiment.	perform
123 . Some people ( ) e-books to printed books.	prefer
124 . It takes time to ( ) whether something is true or not.	determine
125 . Young people should ( ) their elders with respect.	treat
126 . Scientists have ( ) that dinosaurs once existed.	proven
127 . The computer company ( ) a new theory to its product designs.	applied
128 . The salesperson ( ) the features of his company's products.	mentioned
129 . Social Networking Services allow users to ( ) with other users.	communicate
130 . Junk food usually ( ) a lot of salt, sugar and fat.	contains
131 . If you need any help, please ( ) me anytime.	contact
132 . Today, many people ( ) English language ability as necessary.	regard
133 . I ( ) the professor because of his unique viewpoints on literature.	respect
134 . The police ( ) for the missing person all night.	searched
135 . Nowadays, many people are ( ) their TVs to the Internet.	connecting
136 . The crime rate in the U.S. has ( ) steadily.	declined
137 . Strict laws may ( ) people from committing violent crimes.	prevent
138 . Many countries around the world ( ) from natural disasters.	suffer
139 . The man ( ) the traffic accident.	survived
140 . She ( ) a novel about a professional gamer.	published
141 . Most Japanese do not have an ( ) to use English every day.	opportunity
142 . She completed the ( ) of making a sales presentation.	task
143 . The Japanese auto ( ) is making big changes in car manufacturing.	industry
144 . People nowadays use social ( ) to share information and ideas.	media
145 . I wonder if higher wages are good for the Japanese ( ).	economy
146 . The government is changing its free-market ( ).	policy
147 . The patient's family was given a detailed ( ) of the operation.	account
148 . There was an increase in wine ( ) between the two countries.	trade
149 . The famous reporter's work is an ideal ( ) of journalism.	model
150 . There is room for improvement in the sales ( ) of our cars.	figures
151 . They discovered a virus that destroys cancer ( ).	cells
152 . We have a positive ( ) of Olympic athletes.	image
153 . Men and women seem to handle ( ) quite differently.	emotions
154 . A tight work schedule may cause ( ).	stress
155 . The country has had fast growth over the last few ( ).	decades
156 . The company made a plan to expand the ( ) of its products.	range
157 . Many foreigners think Japanese people have a modest ( ).	character
158 . One great ( ) of online communities is relationship building among people.	advantage
159 . A ( ) like "it's similar to" is useful for explaining words.	phrase
160 . The hurricane caused great ( ) to the city.	damage
161 . A wasteful use of resources has a negative ( ) on the environment.	impact
162 . Some ( ) of dieting face a lot of criticism.	methods
163 . Technology will make the efficient use of natural ( ) possible.	resources
164 . Auroras are visible in the polar ( ).	regions
165 . The doctors tried out a new kind of ( ) on the girl to save her life.	medicine
166 . You should not post too many personal ( ) about yourself on your blog.	details
167 . The most unique ( ) of the new building is its curved shape.	feature
168 . Voice recognition is one of the most useful ( ) of smartphones.	functions
169 . People can easily have ( ) to the Internet these days.	access
170 . The secret behind the popularity of the shop is its wide choice of ( ).	items
171 . The average annual household ( ) has declined over the past decade.	income
172 . Her positive ( ) toward the job led to her success.	attitude
173 . The mayor visited the ( ) of the upcoming new airport.	site
174 . Some ( ) of language learning become more difficult with age.	aspects
175 . The social ( ) of the country has changed over the years.	structure
176 . He has the ( ) of checking e-mail messages at meal times.	habit
177 . There is a strong ( ) between unusual weather and global warming.	link
178 . When we read, for ( ), we make quick eye movements.	instance
179 . The English word "cool" has a ( ) meaning.	positive
180 . Loud noises may have a ( ) effect on studying.	negative
181 . There are many ( ) theories in physics.	complex
182 . The ( ) trend in cars is toward automated driving.	current
183 . Taking in less sugar may benefit your ( ) health.	mental
184 . The teacher talked about a ( ) topic.	specific
185 . There are ( ) differences between having knowledge and using it.	significant
186 . Friends are ( ) for our lives.	essential
187 . Hebrew is the ( ) language of Israel.	official
188 . The company received ( ) support from a bank.	financial
189 . ( ) achievement is traditionally measured through examination.	Academic
190 . We are ( ) of the importance of learning a second language.	aware
191 . Organic food is said to be healthy, so it is ( ) buying.	worth
192 . It is important in business to look for ( ) customers.	potential
193 . Men should play an ( ) role in raising children.	active
194 . We are now experiencing rapid growth in ( ) technology.	digital
195 . Gaming on ( ) devices is becoming more popular than ever before.	mobile
196 . He developed a ( ) theory concerning the human mind.	novel
197 . The human brain is very ( ), so even adults can learn and adapt.	plastic
198 . Soda water is created by a ( ) reaction.	chemical
199 . It is ( ) to review English words regularly to remember them.	necessary
200 . She ( ) earned a Ph.D. in mathematics from Yale University.	eventually
201 . The police officer ( ) the man as a criminal.	identified
202 . His music ( ) a new form of rock music.	represents
203 . The cave paintings ( ) that early humans had the idea of time.	indicate
204 . The student ( ) to finish his report before the deadline.	managed
205 . I would like to ( ) the party because I might meet someone famous.	attend
206 . Today, Kyoto still ( ) a lot of its ancient culture.	maintains
207 . One study ( ) 100 cancer patients who tried the new drug.	surveyed
208 . Machines have ( ) human workers in many factories.	replaced
209 . People are required to ( ) household waste into different types.	sort
210 . The doctor ( ) a quick test to measure my blood-sugar level.	conducted
211 . Most people ( ) a lack of sleep with common health problems.	associate
212 . The little girl ( ) to convince her parents to buy her a toy.	attempted
213 . Lively discussions may help ( ) better understanding among people.	promote
214 . She ( ) enough money to pay for her costs of living.	earns
215 . He ( ) the whole country through his powerful and thoughtful speeches.	united
216 . The mother ( ) her baby every time he cries.	feeds
217 . More and more people are ( ) better ways to maintain a work-life balance.	seeking
218 . I ( ) that the plant leaves began to turn brown.	observed
219 . Some websites may ( ) their users' personal information by mistake.	reveal
220 . We ( ) our arrival to be 20 minutes late.	estimated
221 . Freud believed that dreams ( ) our deepest desires.	reflected
222 . The teacher ( ) her students' attention by clapping her hands.	attracted
223 . My salary has gradually ( ) over the last few years.	decreased
224 . The sailors ( ) the warning about the dangerous currents in the sea.	ignored
225 . Modern building designs often ( ) the natural surroundings.	match
226 . The dictionary ( ) happiness as the basic feeling of joy or satisfaction.	defines
227 . She can ( ) to various situations thanks to her positive attitude.	adapt
228 . Carbon dioxide ( ) to global climate change.	contributes
229 . Nowadays, we can ( ) information easily over the Internet.	exchange
230 . She sometimes ( ) strong emotions while talking about her past.	displayed
231 . Babies quickly ( ) to any sound similar to their mother's heartbeat.	respond
232 . He ( ) his true feelings behind his smiles.	hides
233 . I ( ) that she will come on time.	doubt
234 . Some plants can ( ) salt from seawater to produce freshwater.	remove
235 . I learned from my father how to ( ) this mechanical watch.	wind
236 . We tend to ( ) that Japanese trains always run on schedule.	assume
237 . Please ( ) and make yourself at home.	relax
238 . The hotel's high level of service always ( ) its guests.	satisfies
239 . People who love shopping often ( ) to buy the latest goods.	desire
240 . The scientist finally ( ) in developing the new robot.	succeeded
241 . Einstein's theory of relativity has changed our understanding of the ( ) of time.	concept
242 . People often follow the latest ( ) in order to look more attractive.	fashion
243 . This electronic ( ) can handle many tasks such as storing data.	device
244 . An extra ( ) was added when I called for the taxi in advance.	charge
245 . In ( ) to the other leader, he spoke directly to the people.	contrast
246 . I discussed the matter with some of my ( ) at work.	colleagues
247 . I have terrible ( ) in my upper right arm.	pain
248 . My wife has a part-time job to help pay some ( ).	bills
249 . You may remember the ( ) of your dreams as soon as you wake up.	content
250 . I have just recently started in the accounting ( ).	section
251 . The ( ) at the theater was deeply moved by the actors' performance.	audience
252 . About two thirds of the earth's ( ) is covered with water.	surface
253 . Too much rain can be bad for farmers and their ( ).	crops
254 . One of the suitable ( ) for small talk is health.	topics
255 . She developed a new ( ) for making smartphones easier to use.	technique
256 . Women's ( ) in the Japanese workplace has improved slowly over the decades.	status
257 . She had the ( ) of continuing her career after she got married.	option
258 . Many people regard wealth as the ( ) for hard work.	reward
259 . The mixing of ( ) may be necessary for allowing Japanese society to function.	races
260 . Many societies try their best to prevent children from being victims of ( ).	crime
261 . Historically speaking, ( ) over resources often led to war.	conflicts
262 . Women's ( ) for equal rights is still an important issue today.	struggle
263 . The use of proper manners is effective in various business ( ).	contexts
264 . In the meeting, there was a heated ( ) over the issue of gun control.	debate
265 . The burning of fossil ( ) is partly responsible for global warming.	fuels
266 . Tokyo somehow survived serious air ( ) in the 1960s.	pollution
267 . The current ( ) is toward getting elderly people to give up driving.	trend
268 . It is difficult to reach a ( ) between individual freedom and national security.	balance
269 . There is heavy ( ) on the road to the airport.	traffic
270 . The government created a long-term ( ) for dealing with the economy.	strategy
271 . The recent news story became the ( ) for the director's new movie.	basis
272 . The man often gets worried about the ( ) of his actions.	consequences
273 . The ( ) of the meeting is to make a budget for next year.	aim
274 . Common ( ) of humans and chimpanzees lived millions of years ago.	ancestors
275 . Living things receive their ( ) from their parents.	genes
276 . The website is now keeping ( ) of its number of visitors.	track
277 . The digital ( ) may well change people's way of reading books.	revolution
278 . Medicine has made significant ( ) in treating serious diseases.	progress
279 . The ( ) function of the brain involves mental activities such as memory and thinking.	cognitive
280 . The beachside is an ( ) place for a daily walk.	ideal
281 . It is important to know the most ( ) ways of studying.	efficient
282 . Stories about heroes and heroines have ( ) appeal among children.	universal
